Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal_caption,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud,Latitud
2022S007624    ,10,Sant Martí,68,el Poblenou,346800,Poblenou                                          ,0061 0061,Dimecres,2022,12,Desembre,14,9,Matí,No és causa del  vianant,0,1,0,1,1,433351.22 ,4583785.1 ,2.20154591597346,41.4010005415359
2022S003512    ,10,Sant Martí,68,el Poblenou,346800,Poblenou                                          ,0061 0061,Dimecres,2022,6,Juny,8,19,Tarda,Transitar a peu per la calçada,0,1,0,1,1,433324.78 ,4583780.86,2.20123010713364,41.4009601587474
2022S002609    ,10,Sant Martí,68,el Poblenou,180401,Lope de Vega                                      ,0158 0158,Dimarts,2022,5,Maig,3,9,Matí,No és causa del  vianant,0,1,0,1,2,433311.67 ,4584364.8 ,2.20100889040184,41.4062184647216
2022S007167    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,11200,Almogàvers                                        ,0078 0080,Dimecres,2022,11,Novembre,23,2,Nit,No és causa del  vianant,0,1,0,1,1,432203.95 ,4583170.47,2.18789114693149,41.3953687340774
2022S003698    ,10,Sant Martí,68,el Poblenou,330107,Tànger / Llacuna                                  ,0137 0137,Dijous,2022,6,Juny,16,14,Tarda,No és causa del  vianant,0,0,0,0,2,432803.58 ,4584135.15,2.19495613940212,41.4041077208773
2022S005928    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina                                            ,0069 0069,Dilluns,2022,10,Octubre,3,17,Tarda,No és causa del  vianant,0,1,0,1,2,432355.36 ,4582830.17,2.18974020301487,41.3923165066424
2022S000721    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,110009,Ramon Turró                                       ,0019 0019,Diumenge,2022,2,Febrer,6,18,Tarda,No és causa del  vianant,0,0,0,0,2,432528.35 ,4582761.72,2.19181686775381,41.3917145401018
2022S003999    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina / Meridiana                                ,0114 0116,Divendres,2022,7,Juliol,1,5,Nit,No és causa del  vianant,0,4,0,4,1,432118.05 ,4583103.43,2.18687122209110,41.3947576706248
2022S004899    ,10,Sant Martí,68,el Poblenou,42306,Bilbao / Diagonal                                 ,0141 0143,Divendres,2022,8,Agost,12,23,Nit,No és causa del  vianant,0,1,0,1,2,433090.05 ,4584419.2 ,2.19835163333035,41.4066899977190
2022S003407    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700654,Litoral                                           ,0098 0098,Divendres,2022,6,Juny,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,434725.55 ,4584182.45,2.21794286150018,41.4046922396891
2022S001581    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,B-10 (Llobregat)                                  ,640000,Divendres,2022,3,Març,18,13,Matí,No és causa del  vianant,0,1,0,1,2,434515.94 ,4584120.29,2.21544207941445,41.4041153161088
2022S007654    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,B-10 (Llobregat)                                  ,650000,Dijous,2022,12,Desembre,15,8,Matí,No és causa del  vianant,0,1,0,1,2,434443.92 ,4584049.58,2.21458819499329,41.4034725724899
2022S003406    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat)                               ,660000,Divendres,2022,6,Juny,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,434371.96 ,4583978.79,2.21373505382845,41.4028291069719
2022S002126    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,271100,Pujades                                           ,0011 0013,Diumenge,2022,4,Abril,10,19,Tarda,No és causa del  vianant,0,2,0,2,2,431925.1  ,4582590.06,2.18462113281978,41.3901175667029
2022S005447    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,267907,Garcia Fària / Provençals                         ,0001X0001X,Diumenge,2022,9,Setembre,11,13,Matí,No és causa del  vianant,0,1,0,1,2,434375.78 ,4584056.09,2.21377236195738,41.4035256420839
2022S000237    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,29206,Àvila / Sancho de Ávila                           ,0125 0125,Diumenge,2022,1,Gener,16,1,Nit,No és causa del  vianant,0,0,0,0,2,432514.13 ,4583666.59,2.19154585435530,41.3998632646611
2022S005423    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal                                          ,0197 0197,Dissabte,2022,9,Setembre,10,10,Matí,No és causa del  vianant,0,1,0,1,1,432509.96 ,4584146.81,2.19144238515725,41.4041881208140
2022S002377    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700654,Litoral                                           ,0081 0089,Diumenge,2022,4,Abril,24,13,Matí,Altres,0,2,0,2,1,434417.83 ,4583948.44,2.21428706080949,41.4025594981777
2022S000499    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700892,B-10 (Llobregat)                                  ,0014S0014S,Divendres,2022,1,Gener,28,8,Matí,No és causa del  vianant,0,1,0,1,2,434371.96 ,4583978.79,2.21373505382845,41.4028291069719
2022S003914    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,29206,Bolívia / Àvila                                   ,0160 0160,Dilluns,2022,6,Juny,27,20,Tarda,No és causa del  vianant,0,0,0,0,1,432328.1  ,4583858.49,2.18929913098833,41.4015760036997
2022S005016    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,30500,Diagonal / Badajoz                                ,0175 0175,Dissabte,2022,8,Agost,20,16,Tarda,No és causa del  vianant,0,1,0,1,2,432278.76 ,4584102.02,2.18868165090266,41.4037652499739
2022S000737    ,1,Ciutat Vella,1,el Raval,76501,Cera                                              ,0038 0038,Dilluns,2022,2,Febrer,7,16,Tarda,No és causa del  vianant,0,1,0,1,1,430305.18 ,4581295.39,2.16539602404226,41.3783180192074
2022S001498    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal / Ciutat de Granada                      ,0203 0203,Dilluns,2022,3,Març,14,0,Nit,No és causa del  vianant,0,0,0,0,1,432420.06 ,4584146.89,2.19036693935323,41.4041812822820
2022S001483    ,1,Ciutat Vella,1,el Raval,34308,Rambla                                            ,0051 0059,Dissabte,2022,3,Març,12,9,Matí,No és causa del  vianant,0,0,0,0,1,431005.96 ,4581510.43,2.17375130204395,41.3803152694211
2022S006666    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,146902,Corts Catalanes                                   ,0036 0036,Divendres,2022,11,Novembre,4,9,Matí,No és causa del  vianant,0,1,0,1,2,432019.5  ,4583916.09,2.18560115287711,41.4020687325357
2022S002459    ,1,Ciutat Vella,1,el Raval,198804,Paral·lel / Nou de la Rambla                      ,0060X0060X,Dimarts,2022,4,Abril,26,20,Tarda,No és causa del  vianant,0,3,0,3,2,430686.86 ,4580920.06,2.17000302952286,41.3749705284570
2022S007178    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Àlaba / Doctor Trueta                             ,0100 0100,Dimecres,2022,11,Novembre,23,8,Matí,No és causa del  vianant,0,1,0,1,2,432985.66 ,4583007.18,2.19725925505951,41.3939636052556
2022S003882    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta / Àlaba                             ,0100 0100,Dissabte,2022,6,Juny,25,11,Matí,No és causa del  vianant,0,1,0,1,2,432985.66 ,4583007.18,2.19725925505951,41.3939636052556
2022S005132    ,1,Ciutat Vella,1,el Raval,167709,Peu de la Creu / Joaquín Costa                    ,0003C0003C,Dissabte,2022,8,Agost,27,8,Matí,Altres,0,1,0,1,2,430453.56 ,4581623.91,2.16713258527397,41.3812897494241
2022S002700    ,1,Ciutat Vella,1,el Raval,157909,Hospital                                          ,0007 0009,Divendres,2022,5,Maig,6,15,Tarda,No és causa del  vianant,0,1,0,1,1,430923.68 ,4581594.25,2.17275782155122,41.3810631458771
2022S001847    ,1,Ciutat Vella,1,el Raval,269108,Portal de la Pau                                  ,0001 0001,Dijous,2022,3,Març,31,6,Matí,No és causa del  vianant,0,0,0,0,2,431258.87 ,4580951.93,2.17683904356823,41.3753066807451
2022S000657    ,1,Ciutat Vella,1,el Raval,269108,Josep Carner                                      ,0001 0001,Dijous,2022,2,Febrer,3,23,Nit,No és causa del  vianant,0,1,0,1,2,431246.31 ,4580919.22,2.17669257383842,41.3750109967411
2022S007608    ,1,Ciutat Vella,1,el Raval,177305,Reina Amàlia                                      ,0008 0008,Dilluns,2022,12,Desembre,12,16,Tarda,No és causa del  vianant,0,0,0,0,1,430455.94 ,4581141.88,2.16721640803082,41.3769484557756
2022S004410    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701265,Voluntaris Olímpics                               ,870000,Dimarts,2022,7,Juliol,19,11,Matí,No és causa del  vianant,0,1,0,1,2,432888.89 ,4582323.45,2.19617764283383,41.3877973454260
2022S005932    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,B-10 (Llobregat)                                  ,820000,Dilluns,2022,10,Octubre,3,17,Tarda,No és causa del  vianant,0,4,0,4,4,433257.43 ,4582696.33,2.20054411392551,41.3911864771630
2022S001352    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,186703,Llull / Zamora                                    ,0054 0054,Diumenge,2022,3,Març,6,14,Tarda,No és causa del  vianant,0,1,0,1,2,432591.71 ,4583006.88,2.19254736088818,41.3939279491010
2022S002080    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,369204,Zamora                                            ,0039 0039,Divendres,2022,4,Abril,8,15,Tarda,No és causa del  vianant,0,1,0,1,2,432643.94 ,4582936.75,2.19317987615727,41.3933006868860
2022S000308    ,1,Ciutat Vella,1,el Raval,700025,Josep Carner                                      ,0026 0026,Dimecres,2022,1,Gener,19,15,Tarda,No és causa del  vianant,0,1,0,1,2,431246.31 ,4580919.22,2.17669257383842,41.3750109967411
2022S003319    ,1,Ciutat Vella,1,el Raval,701266,Drassanes                                         ,1100000,Dimarts,2022,5,Maig,31,16,Tarda,No és causa del  vianant,0,1,0,1,2,431214.13 ,4580892.36,2.17631084179051,41.3747663236367
2022S002127    ,1,Ciutat Vella,1,el Raval,269200,Portal de Santa Madrona / Blanquerna              ,0028 0028,Diumenge,2022,4,Abril,10,19,Tarda,No és causa del  vianant,0,1,0,1,2,430992.01 ,4580919.67,2.17365180794010,41.3749932639748
2022S004843    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700662,Salvador Espriu / Jaume Vicens i Vives            ,0091B0091B,Dimarts,2022,8,Agost,9,18,Tarda,No és causa del  vianant,0,2,0,2,2,433443.3  ,4582903.44,2.20274438270791,41.3930672838900
2022S000195    ,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla                                            ,0128 0128,Divendres,2022,1,Gener,14,9,Matí,No és causa del  vianant,0,1,0,1,2,430793.57 ,4581953.95,2.17116080870211,41.3842916661401
2022S007480    ,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla                                            ,0132 0132,Diumenge,2022,12,Desembre,4,3,Nit,No és causa del  vianant,0,3,0,3,2,430749.53 ,4582045.51,2.17062366505728,41.3851125263569
2022S000525    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Arquitecte Sert / Icària                          ,0149 0149,Dissabte,2022,1,Gener,29,3,Nit,No és causa del  vianant,0,1,0,1,1,433029.72 ,4582773.38,2.19781212256040,41.3918615014429
2022S001444    ,1,Ciutat Vella,1,el Raval,220200,Montserrat                                        ,0019 0019,Dijous,2022,3,Març,10,16,Tarda,No és causa del  vianant,0,0,0,0,1,431139.37 ,4581132.19,2.17538965507199,41.3769200069331
2022S005023    ,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla                                            ,0066 0066,Diumenge,2022,8,Agost,21,10,Matí,Creuar per fora pas de vianants,0,1,0,1,1,431031.29 ,4581538.89,2.17405096047574,41.3805737740665
2022S005726    ,1,Ciutat Vella,2,el Barri Gòtic,74404,Catalunya                                         ,0021 0022,Divendres,2022,9,Setembre,23,14,Tarda,No és causa del  vianant,0,1,0,1,2,430758.06 ,4582135.12,2.17071542511722,41.3859203514535
2022S002390    ,1,Ciutat Vella,2,el Barri Gòtic,333003,Templers                                          ,0016 0016,Diumenge,2022,4,Abril,24,23,Nit,No és causa del  vianant,0,0,0,0,1,431383.27 ,4581676.79,2.17824438650872,41.3818459223422
2022S002008    ,1,Ciutat Vella,2,el Barri Gòtic,701266,Litoral (Besòs)                                   ,1060000,Dimecres,2022,4,Abril,6,7,Matí,No és causa del  vianant,0,1,0,1,3,431481.39 ,4581150.1 ,2.17947735184238,41.3771105389309
2022S003119    ,1,Ciutat Vella,2,el Barri Gòtic,18006,Correus                                           ,0007 0007,Dilluns,2022,5,Maig,23,22,Nit,Altres,0,1,0,1,1,431640.58 ,4581599.36,2.18133016169315,41.3811704547112
2022S007134    ,1,Ciutat Vella,1,el Raval,250904,Pelai / Balmes                                    ,0032 0032,Dilluns,2022,11,Novembre,21,11,Matí,No és causa del  vianant,0,1,0,1,2,430506.27 ,4582109.55,2.16770716002149,41.3856683189667
2022S002160    ,1,Ciutat Vella,1,el Raval,250904,Pelai                                             ,0026 0026,Dimarts,2022,4,Abril,12,14,Tarda,No és causa del  vianant,0,2,0,2,2,430412.21 ,4582109.13,2.16658233310510,41.3856563979101
2022S003095    ,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla                                            ,0052 0052,Diumenge,2022,5,Maig,22,18,Tarda,No és causa del  vianant,0,1,0,1,1,431078.19 ,4581465.94,2.17462010469379,41.3799207566479
2022S000789    ,1,Ciutat Vella,1,el Raval,250904,Pelai                                             ,0052 0052,Dimecres,2022,2,Febrer,9,20,Tarda,No és causa del  vianant,0,2,0,2,2,430598.43 ,4582085.62,2.16881205700090,41.3854607519830
2022S007050    ,1,Ciutat Vella,1,el Raval,250904,Pelai                                             ,0058 0058,Divendres,2022,11,Novembre,18,2,Nit,No és causa del  vianant,0,0,0,0,2,430626.85 ,4582082.01,2.16915234813782,41.3854306913313
2022S000807    ,1,Ciutat Vella,1,el Raval,250904,Pelai                                             ,0058 0058,Dimecres,2022,2,Febrer,9,21,Tarda,No és causa del  vianant,0,1,0,1,2,430643.28 ,4582079.93,2.16934907427295,41.3854133753578
2022S001020    ,1,Ciutat Vella,3,la Barceloneta,207009,Balboa / Mediterrània                             ,0012 0012,Diumenge,2022,2,Febrer,20,12,Matí,No és causa del  vianant,0,1,0,1,2,432268.12 ,4581717.32,2.18882131361656,41.3822860117047
2022S000495    ,1,Ciutat Vella,3,la Barceloneta,207009,Doctor Aiguader / Mediterrània                    ,0013 0015,Dijous,2022,1,Gener,27,22,Nit,No és causa del  vianant,0,1,0,1,2,432238.16 ,4581820.17,2.18845152271619,41.3832098300564
2022S007253    ,1,Ciutat Vella,3,la Barceloneta,257506,B-10 (Besòs)                                      ,0002 0002,Dissabte,2022,11,Novembre,26,5,Nit,Altres,0,0,1,1,1,432352.3  ,4581878.93,2.18980992714720,41.3837486806393
2022S003833    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",700813,Doctor Aiguader                                   ,0001X0001X,Dimecres,2022,6,Juny,22,19,Tarda,No és causa del  vianant,0,1,0,1,2,432053.72 ,4581755.67,2.18625309318779,41.3826133254549
2022S004284    ,1,Ciutat Vella,1,el Raval,67307,Rambla / Carme                                    ,0002 0002,Dimecres,2022,7,Juliol,13,22,Nit,No és causa del  vianant,0,0,0,0,1,430838.81 ,4581811.79,2.17171806992210,41.3830151672164
2022S004525    ,1,Ciutat Vella,3,la Barceloneta,700813,Litoral (Besòs)                                   ,9998 9998,Diumenge,2022,7,Juliol,24,6,Matí,No és causa del  vianant,0,0,0,0,2,431864.49 ,4581575.48,2.18401044307291,41.3809743840599
2022S005350    ,1,Ciutat Vella,3,la Barceloneta,141909,Barceloneta                                       ,0002 0002,Dimecres,2022,9,Setembre,7,16,Tarda,No és causa del  vianant,0,2,0,2,1,432583,4581774.46,2.19258046746705,41.3828271287736
2022S005121    ,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana                                          ,0045 0045,Divendres,2022,8,Agost,26,19,Tarda,No és causa del  vianant,0,1,0,1,2,431095.75 ,4582234.14,2.17474265193279,41.3868412169962
2022S004592    ,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana                                          ,0057 0057,Dimarts,2022,7,Juliol,26,18,Tarda,No és causa del  vianant,0,1,0,1,2,431020.34 ,4582310.93,2.17383204503547,41.3875263729244
2022S007190    ,1,Ciutat Vella,3,la Barceloneta,145706,Ginebra / Sant Miquel                             ,0006 0006,Dimecres,2022,11,Novembre,23,16,Tarda,No és causa del  vianant,0,2,0,2,2,432169.34 ,4581624.91,2.18765039994840,41.3814453690837
2022S002959    ,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borbó Comte Barcelona                        ,0003 0003,Dilluns,2022,5,Maig,16,22,Nit,No és causa del  vianant,0,1,0,1,2,432131.18 ,4581587.63,2.18719824604324,41.3811063767620
2022S000720    ,1,Ciutat Vella,3,la Barceloneta,224904,Escar                                             ,0069 0069,Diumenge,2022,2,Febrer,6,21,Tarda,No és causa del  vianant,0,0,0,0,2,432164.04 ,4580966.2 ,2.18766081550632,41.3755120874490
2022S006431    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",79306,Circumval·lació                                   ,0030 0030,Dimarts,2022,10,Octubre,25,9,Matí,No és causa del  vianant,0,1,0,1,2,432572.96 ,4582215.05,2.19241132469373,41.3867945696715
2022S000111    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marquès de l'Argentera                            ,0015 0015,Dissabte,2022,1,Gener,8,20,Tarda,No és causa del  vianant,0,8,0,8,3,431967.06 ,4581961.65,2.18519361042221,41.3844612023634
2022S005336    ,1,Ciutat Vella,3,la Barceloneta,197302,Marina                                            ,0013 0013,Dimarts,2022,9,Setembre,6,19,Tarda,No és causa del  vianant,0,1,0,1,2,432920.15 ,4582244.14,2.19656029012061,41.3870856297077
